Company,Team Category,Team Sub-Category,Social Copy,Content Pillar,Category
fractal,,,"Paused your career for a while? It’s time to hit ReBoot.

Career breaks don’t define your potential, they just redefine your path.

Fractal's ReBoot is a 3-month 'returnship' program designed for professionals re-entering the workforce after a year or more. With a mix of stipends, real project exposure, blended learning, and a strong support community, ReBoot ensures you don’t just return - you rise.

Opportunities currently open in Full-Stack Development & Azure.

Ready to restart your journey? Click to learn more and apply - https://fractal.ai/reboot 

hashtag#ReBootwithFractal hashtag#LifeatFractal hashtag#BelongatFractal hashtag#Betterdecisions hashtag#ReBootProgram hashtag#CareerComeback hashtag#HiringNow",Hiring,CTA
fractal,,,"AI agents are becoming key to how enterprises get work done. They perform tasks, make decisions, and interact with tools independently, boosting efficiency across business functions. 

Model Context Protocol (MCP) is the new standard that enables this independent use of tools, but it introduces new security risks. 

For instance, enterprises now face threats such as: 
➡️ Token theft, 
➡️ Agent manipulation, 
➡️ Unauthorized command execution, 
➡️ Gaps in data governance. 

Unfortunately, traditional security frameworks do not address these vulnerabilities. 

In our latest white paper, Akhil Behl outlines 7 steps enterprises should take to build secure and resilient agentic AI ecosystems with MCP. 

https://lnkd.in/dkGT_PUP

hashtag#AgenticAI hashtag#MCP hashtag#EnterpriseSecurity",Thought Leadership,Authority
fractal,,,"Technology doesn't make decisions, people do. Even when it's powered by AI.

In finance, AI has become more than just a tool. It's now influencing who gets a loan, who is denied, and why. But if we don’t ask the right questions about bias, transparency, and accountability, we risk losing trust before we’ve even earned it.

The real challenge with agentic AI isn’t its capability. It’s our clarity of purpose. When humans step back and algorithms step in, our values must lead.

Read more to learn how the finance industry can build trust in an AI-driven world: https://lnkd.in/dTUt9VRu 

hashtag#AgenticAI hashtag#AIinFinance hashtag#AIinBanking hashtag#EthicalAI",Thought Leadership,Authority
fractal,,,"The spirit of competitive and collaborative federalism in action.

At Davos, six Indian states, governed by different parties, stood united under one India Pavilion, showcasing the might and progress of our nation.
Each state pitched its unique strengths to global investors, while collectively promoting India's growth story.

Tune in to listen to Srikanth Velamakanni conversation with Maharashtra Chief Minister Devendra Fadnavis

hashtag#IndiaGrowthStory hashtag#Davos",Thought Leadership,Authority
fractal,,,"Fractal's new home in Bengaluru!
 
Big news, folks! We've just opened our doors at Manyata Tech Park in Bengaluru!
 
Check out this video for a peek inside our gorgeous new space! Watch the ribbon cutting, Fractalites saying a few words, and the cake cutting.
 
This new home reflects our growth and the amazing talent we've been gathering. It's where our AI wizards, engineers, and designers will collaborate to create tomorrow's innovations.
 
Come join us in shaping the future at Bengaluru's tech hub!

hashtag#NewSpaces hashtag#ManyataPark hashtag#Bengaluru",Others,Personal
fractal,,,"From harmless ragging to raising hands - some traditions just evolve, not end.

In the early days of Fractal, Fridays meant TGIF sessions - where new joiners (yes, even Srikanth and Pranay!) were welcomed with some light-hearted “ragging” and banter. 

As Natwar Mall and Raj Aradhyula reflect, that tradition has matured into our weekly town halls, a space where every voice is heard, every question is welcomed, and the spirit of community stays alive. 

College vibes may have faded, but the culture? Still thriving. 

Got a favorite Fractal tradition or inside story? Drop it in the comments! 

hashtag#FractalAt25 hashtag#FractalCulture hashtag#WorkTraditions hashtag#InsideFractal hashtag#ThenAndNow hashtag#TGIFVibes hashtag#FractalStories",Others,Personal
fractal,,,"Spent an insightful day at the Amazon Web Services (AWS) 𝗟𝗶𝗳𝗲 𝗦𝗰𝗶𝗲𝗻𝗰𝗲𝘀 𝗦𝘆𝗺𝗽𝗼𝘀𝗶𝘂𝗺, exploring how AI is redefining the pharmaceutical value chain from drug discovery through to commercialization.
 
Here are our top three highlights from the event:
➡️ 𝗔𝗜-𝗗𝗿𝗶𝘃𝗲𝗻 𝗗𝗿𝘂𝗴 𝗗𝗶𝘀𝗰𝗼𝘃𝗲𝗿𝘆: Autonomous agents, biology foundation models, and lab-in-the-loop systems are accelerating target identification and molecule design like never before.
➡️ 𝗧𝗿𝗮𝗻𝘀𝗳𝗼𝗿𝗺𝗶𝗻𝗴 𝗖𝗹𝗶𝗻𝗶𝗰𝗮𝗹 𝗧𝗿𝗶𝗮𝗹𝘀: AI is streamlining clinical trial operations end-to-end, optimizing protocol design, automating document submissions, and accelerating real-world data insights.
➡️ 𝗠𝗼𝗱𝗲𝗿𝗻𝗶𝘇𝗶𝗻𝗴 𝗖𝗼𝗺𝗺𝗲𝗿𝗰𝗶𝗮𝗹 𝗢𝗽𝗲𝗿𝗮𝘁𝗶𝗼𝗻𝘀: AI enables next-gen commercial transformation with self-serve insight platforms, AI field assistants, and omnichannel optimization engines driving productivity and personalized HCP and patient engagement. 
 
Excited to continue pushing the boundaries of innovation in life sciences alongside AWS. 

Gavin Phillips, Tanvi S., Debbie Wang, Matt Gennone, Sagar Shah, Cortnaye Swan, Balaji Sarathy, Kamal Kasi

hashtag#AWSforLifeSciences hashtag#GenAI hashtag#Pharma",Thought Leadership,Authority
fractal,,,"The best digital communication doesn’t sell. It connects.

In an age of scrolling and swiping, consumers aren’t impressed by volume - they’re moved by meaning. Inspired by the Ghibli aesthetic, Emotional AI is helping brands build interfaces that don’t just solve problems but stir memories.

AI is no longer just about automation. It’s about emotion. When brands use empathy-driven design and emotionally intelligent visuals, they don’t just catch attention - they earn trust. That’s how loyalty is built. That’s how leadership is claimed. 

If you care about engagement that lasts, read further: https://lnkd.in/df2csQxM

hashtag#aisightVol10 hashtag#EmotionalAI hashtag#GhibliArt",Thought Leadership,Authority
fractal,,,"Thrilled to share that Fractal has been named a Leader in The Forrester Wave™: Customer Analytics Services, Q2 2025!

‘My team gets to see what great looks like.’ — this is what one of our clients had to say about Fractal in the report.

As market expectations continue to evolve, Fractal aims to guide clients through the agentic era with a neuroscience-based approach to customer insights, integrating engineering, design thinking, and advanced AI.

From pioneering our Microstimuli strategy to integrating Customer Genomics and LLMOps, we’re helping enterprises navigate the agentic era with speed, empathy, and intelligence. Our behavioral science adoption extends to change management programs, which it combines with the ADKAR model for maximum adoption.

A huge shoutout to our teams, clients, and for making this possible.

https://lnkd.in/dcZVN3ka",Awards,Authority
fractal,,,"Kumbh meets cutting-edge tech.

As Maharashtra prepares for Nashik Mahakumbh 2027, the vision is clear: preserve the sanctity of tradition while delivering a technology-first, immersive experience to millions.

“This will be the most technologically advanced Kumbh yet,” said Maharashtra Chief Minister Devendra Fadnavis in conversation Srikanth Velamakanni.

From immersive spiritual experiences to crowd intelligence and seamless administration, the aim is to make the holy gathering accessible, efficient, and safe.

From 15,000 hectares at Prayagraj to just 250 in Nashik—the challenge is massive, but so is the ambition. And technology will be at the heart of it.

hashtag#AIForGood hashtag#DigitalIndia",Thought Leadership,Authority
fractal,,,"AI is changing how engineering teams work. Tools like GitHub Copilot and JetBrains AI Assistant are already helping developers write better code, faster. 

But this shift is not just about automation. It is also about building smarter workflows with humans at the center.

In our latest blog post, Vishal Rajpal explains: 
1- How AI is speeding up everything from writing code to testing and deployment, across software, product, data, and platform engineering. 
2- The four foundational elements to make AI part of the Software Development Life Cycle (SDLC). 
3- Fractal’s proposed three-phases approach to deploy AI into enterprises’ SDLC processes. 

Read more: https://lnkd.in/gFXHSgp4
 
hashtag#SDLC hashtag#AgenticAI hashtag#SoftwareDevelopment",Thought Leadership,Authority
fractal,,,"𝗪𝗲 𝗷𝘂𝘀𝘁 𝗴𝗼𝘁 𝗼𝘂𝗿𝘀𝗲𝗹𝘃𝗲𝘀 𝗮 𝗱𝗼𝘂𝗯𝗹𝗲 𝘂𝗽𝗴𝗿𝗮𝗱𝗲! 

Fractal is now officially open at Manyata Tech Park and Embassy Tech Village in Bangalore. Two vibrant new spaces designed for big ideas, bold moves, and brilliant collaborations. 
Can't wait for what's in store!

hashtag#NewBeginnings hashtag#FractalBangalore",Others,Personal
fractal,,,"We’re so proud of Shalini D spearheading this deep dive into Qiskit 1.0+ -and launching her first author book under the New Qiskit Advocates program! 
hashtag#FractalPride hashtag#Qiskit hashtag#QuantumComputing hashtag#BookLaunch",Thought Leadership,Authority
fractal,,,"Retail is under pressure.

New tariffs are pushing prices up, breaking supply chains, and confusing shoppers. It’s chaos out there.

But retailers using AI are thriving. AI is helping them price better, plan smarter, and even predict how shoppers will behave!

Don’t fight inflation with instinct. Fight it with intelligence.

Learn how the most agile retailers are turning disruption into dominance: https://lnkd.in/gDdrirf6

KIRAN NAMA, Saurabh Srivastava, Sandeep Bhogaraju, Rahul Desai, Prathmesh Thergaonkar

hashtag#retail hashtag#newtariffs",Thought Leadership,Authority
fractal,,,"Great companies don’t just manage data, they use it to lead with purpose.
 
In a world where data is fragmented across teams, countries, and systems, the companies that thrive are the ones that build trust in their data. They don’t just centralize information, they empower people to make better decisions, together. 
This whitepaper explores how organizations can create a data management model that supports global consistency and local empowerment. It’s not just about data architecture, it’s about building a culture of alignment, accountability, and growth. 

If you believe in using data to drive meaningful change, this is where you begin: https://lnkd.in/dsEbqqXa 

hashtag#GlobalDataManagement
Shreesha Hegde",Thought Leadership,Authority
fractal,,,"𝗪𝗵𝗲𝗻 𝗮 𝗭𝗼𝗼𝗺 𝗰𝗮𝗹𝗹 𝗽𝗵𝗼𝘁𝗼 𝗺𝗮𝗸𝗲𝘀 𝗶𝘁 𝘁𝗼 𝗮 𝗽𝗶𝗰𝘁𝘂𝗿𝗲 𝗳𝗿𝗮𝗺𝗲.

That’s how much impact the Fractal team had on one of our clients. It wasn’t just a frame placed beside her family photo on her desk, but a powerful reminder of the trust, partnership, and transformation we helped bring to her work and life.

As Mrunali Majmudar (Sathe) recalls, it’s these quiet, unexpected moments that remind us why we do what we do. 

Have you ever been part of a project that left a personal mark on someone? 
Tell us in the comments.

hashtag#FractalAt25 hashtag#ClientStories hashtag#ImpactBeyondWork hashtag#WorkWithPurpose",Others,Personal
fractal,,,"What happens when cutting-edge AI meets real-world reasoning?

At ICLR’25 in Singapore, Fractal's Project Ramanujan took center stage, sparking conversations, collaboration, and curiosity. 

From two poster presentations that triggered deep technical engagement, including verifiable multi-step reasoning and real-world deployment strategies, to a buzzing social session on the future of reasoning models that drew almost 600 signups, the excitement around reasoning-first AI was hard to miss.

Kudos to our presenters, Kunal Singh, Pradeep Moturi, Ankan Biswas, and SIVA KISHORE GOLLAPALLI, for driving these conversations forward.

hashtag#ICLR2025 hashtag#ProjectRamanujan hashtag#AIReasoning hashtag#LLMs hashtag#FractalAIResearch

Suraj Amonkar Ritesh T. Vibhu Mohan",Events,Authority
fractal,,,"Cracked the code, but failed the culture test?

Many overlook the ‘mere formality’ of Human Capital (HC) rounds until it’s too late. 

Even if your technical skills are top-notch, HC interviews aren’t just about conversation they’re about connection. Cultural fit can make or break your shot at the role. 

Have you (or someone you know) faced this? 
Share your experience in the comments 
 
hashtag#UnfilteredAtFractal Vartika Pathak",Others,Personal
fractal,,,"It had everything – Fun, Food, and Family. And at the end, we left with our hearts full.

At Fractal's Family Day - Mumbai, the office transformed into a space of joy, play, and connection. Families celebrated together as parents and children filled the office floor that usually echoes with meetings.
 There were games, interactive sessions, smiles, warm conversations, and laughter that reminded us - this is what community feels like.

A day of togetherness, where we didn’t just celebrate family. We became one.

hashtag#FractalFamily hashtag#FamilyDay hashtag#LifeAtFractal hashtag#TogetherWeThrive",Others,Personal
fractal,,,"Two wins. One unstoppable team.

Fractal's Legal Team has been crowned Legal Team of the Year (Small Size - Less Than 20 People) at the 14th Annual Legal Era – Indian Legal Awards 2025. And that’s not all, Prateek Sharma clinched the Young Achiever of the Year award!

These honors are more than just trophies, they reflect deep legal expertise, an innovation-first mindset, and the grit to deliver impact at scale. From navigating complex challenges to integrating legal strategy with technology, our team leads from the front.

Huge thanks to our stellar team:
 Ashwath Bhat, Somya Agarwal, Prateek Sharma, Manisha Tejwani, Manohar T. Reddy, Kavita Ganatra, Chavi Suvasini, CCEP-I, Abhishek sinsinwar.

Your passion and pursuit of excellence make us proud. Here's to raising the bar together!

hashtag#LegalExcellence hashtag#IndianLegalAwards2025",Awards,Authority
fractal,,,"When preparation meets the perfect moment, magic happens. 

Fractal’s ambition has always been bold: to harness data, analytics, and AI to help humans make better decisions. As Himanshu Nautiyal shares here, we've long been ready with our message and now, the world is finally ready to hear it. 

The appetite for AI-driven decision-making is growing, and we’re stepping into this moment with clarity, purpose, and momentum. 

What’s one big idea you’ve been waiting for the world to be ready for? 
Tell us in the comments. 

hashtag#FractalAt25 hashtag#LeadershipWithData hashtag#DecisionIntelligence hashtag#PurposeDrivenTech",Thought Leadership,Authority
fractal,,,"Fractal is excited to attend the Amazon Web Services (AWS) 𝗟𝗶𝗳𝗲 𝗦𝗰𝗶𝗲𝗻𝗰𝗲𝘀 𝗦𝘆𝗺𝗽𝗼𝘀𝗶𝘂𝗺 tomorrow! Join us to meet our experts leading the Agentic AI transformation in life sciences to revolutionize the hashtag#pharmaceutical value chain.
 
Our capabilities include :
🔸 𝗜𝗻𝘁𝗲𝗹𝗹𝗶𝗴𝗲𝗻𝘁 𝗖𝗼𝗻𝘁𝗲𝗻𝘁 𝗦𝘂𝗽𝗽𝗹𝘆 𝗖𝗵𝗮𝗶𝗻: Streamline promotional materials and boost MLR efficiency.
🔸 𝗛𝘆𝗽𝗲𝗿-𝗽𝗲𝗿𝘀𝗼𝗻𝗮𝗹𝗶𝘇𝗲𝗱 𝗡𝗲𝘅𝘁 𝗕𝗲𝘀𝘁 𝗔𝗰𝘁𝗶𝗼𝗻 𝗮𝗻𝗱 𝗺𝗲𝗮𝘀𝘂𝗿𝗲𝗺𝗲𝗻𝘁 𝘀𝘂𝗶𝘁𝗲: Tailored solutions for better decision-making.
🔸 𝗙𝗶𝗲𝗹𝗱-𝗳𝗼𝗿𝗰𝗲 𝗮𝘀𝘀𝗶𝘀𝘁𝗮𝗻𝗰𝗲 𝗮𝗽𝗽𝘀: Tools to support your team on the ground.
 
Whether you're curious about AI copilots, real-world applications, or how to embed AI into your life sciences strategy, we’d love to chat. See you there!
 
Gavin Phillips, Tanvi S., Debbie Wang, Matt Gennone, Sagar Shah, Cortnaye Swan, Balaji Sarathy, Kamal Kasi

hashtag#LifeSciences hashtag#SupplyChain hashtag#AgenticAI hashtag#AWS",Events,CTA
fractal,,,""" The real issue of building foundation models is not about language capability, but about knowledge and action in the real world,"" says Srikanth Velamakanni, co-founder, Group Chief Executive, and Vice-Chairman of Fractal.

Indian businesses are increasingly adopting small, multimodal models to meet the demand for faster and more targeted solutions, highlights Deloitte’s Tech Trends – India Perspective 2025 report.

In India, however, the focus on language while building AI models can be a distraction, adds Velamakanni.

Tune in as he shares what the goal of building foundation models in the country should be, and share your take — What's one AI trend that will shape 2025?

hashtag#LinkedInVideo hashtag#AI hashtag#LLM hashtag#SLM hashtag#AIModels hashtag#GenAI

Source:
Deloitte https://lnkd.in/enDds_z8

✍ : Isha Chitnis
🎥 : Isha Chitnis, Ajithesh Guru Prasath",Thought Leadership,Authority
fractal,,,"𝗛𝗶𝗿𝗶𝗻𝗴 𝗔𝗜 𝘁𝗮𝗹𝗲𝗻𝘁? 𝗜𝘁’𝘀 𝗻𝗼𝘁 𝗷𝘂𝘀𝘁 𝗮 𝗻𝘂𝗺𝗯𝗲𝗿𝘀 𝗴𝗮𝗺𝗲, 𝗶𝘁’𝘀 𝗮 𝗺𝗶𝗻𝗱𝘀𝗲𝘁 𝘀𝗵𝗶𝗳𝘁.

A recent article in The Business Standard by Avik Das dives into the talent crunch in AI and GenAI hiring. At Fractal , we’ve seen first-hand that building great AI teams isn’t just about finding the “right skills”, it’s about nurturing a culture that values curiosity, problem-solving, and a learning mindset.

As Savita Hortikar🌐 puts it:
“𝘐𝘧 𝘸𝘦 𝘢𝘳𝘦 𝘭𝘰𝘰𝘬𝘪𝘯𝘨 𝘧𝘰𝘳 𝘴𝘰𝘮𝘦𝘰𝘯𝘦 𝘸𝘪𝘵𝘩 𝘧𝘪𝘷𝘦 𝘺𝘦𝘢𝘳𝘴 𝘰𝘧 𝘦𝘹𝘱𝘦𝘳𝘪𝘦𝘯𝘤𝘦 𝘪𝘯 𝘓𝘓𝘔𝘴, 𝘪𝘵 𝘪𝘴 𝘯𝘰𝘵 𝘱𝘰𝘴𝘴𝘪𝘣𝘭𝘦. 𝘙𝘢𝘵𝘩𝘦𝘳, 𝘸𝘦 𝘭𝘰𝘰𝘬 𝘧𝘰𝘳 𝘱𝘦𝘰𝘱𝘭𝘦 𝘸𝘪𝘵𝘩 𝘱𝘳𝘰𝘣𝘭𝘦𝘮-𝘴𝘰𝘭𝘷𝘪𝘯𝘨 𝘢𝘯𝘥 𝘢𝘯𝘢𝘭𝘺𝘵𝘪𝘤𝘢𝘭 𝘴𝘬𝘪𝘭𝘭𝘴, 𝘸𝘩𝘰 𝘢𝘳𝘦 𝘢𝘭𝘳𝘦𝘢𝘥𝘺 𝘳𝘦𝘢𝘥𝘺 𝘵𝘰 𝘭𝘦𝘢𝘳𝘯 𝘢𝘯𝘥 𝘢 𝘤𝘶𝘭𝘵𝘶𝘳𝘢𝘭 𝘧𝘪𝘵.”

The demand-supply gap may be real, but so is the opportunity.

hashtag#AIHiring hashtag#Talent",Thought Leadership,Authority
fractal,,,"𝗔𝗻 𝗜𝗻𝘀𝗽𝗶𝗿𝗶𝗻𝗴 𝗩𝗶𝘀𝗶𝗼𝗻: 𝗔 $𝟭.𝟱 𝗧𝗿𝗶𝗹𝗹𝗶𝗼𝗻 𝗘𝗰𝗼𝗻𝗼𝗺𝘆 𝗳𝗼𝗿 𝗠𝗮𝗵𝗮𝗿𝗮𝘀𝗵𝘁𝗿𝗮

New industries and emerging growth hubs will power not just Maharashtra's rise but also drive the country's overall growth.

In collaboration with NITI Aayog, a paper was submitted outlining how Maharashtra could become a $1 trillion economy within 4–5 years. With sustained effort, the Mumbai Metropolitan Region (MMR) alone could achieve a $1.5 trillion economy - transforming the economics of the entire country.

Stay tuned as we bring you the key highlights from this inspiring conversation. 

#𝗔𝗜#𝗚𝗿𝗼𝘄𝘁𝗵hashtag#𝗡𝗧𝗟𝗙 Devendra Fadnavis Srikanth Velamakanni",Thought Leadership,Authority
fractal,,,No Social Copy,Thought Leadership,Authority
fractal,,,"𝗕𝗲𝘀𝘁 𝗽𝗿𝗮𝗰𝘁𝗶𝗰𝗲𝘀 𝗮𝗿𝗲𝗻’𝘁 𝗮𝗹𝘄𝗮𝘆𝘀 𝘁𝗵𝗲 𝗯𝗲𝘀𝘁 𝗳𝗶𝘁"" - Natwar Mall 

If innovation had a blueprint, everyone would be doing it. It's good to scan your competitive landscape. But the real magic happens when we return to first principles and build what’s relevant not necessarily what’s trending elsewhere. 

What’s one thing you’ve unlearned that helped you grow? 
Drop it in the comments 

hashtag#FractalAt25 hashtag#FirstPrinciplesThinking hashtag#UnlearnToGrow hashtag#BeyondBestPractices hashtag#InnovationMindset",Others,Personal
fractal,,,"For Lomesh Vadhankar, the holiday season meant holding forgotten hearts through the ‘Friends Care Foundation’. Here’s his ‘holiday gifting’ story :

""Every year, we get a holiday gift at Fractal. This year, we were given a choice in how to use it. And while picking something for myself would've been nice, I kept thinking about the ‘Friends Care Foundation’ and the amazing work they do. 

If you haven't heard of them, they're this incredible organization that's been looking after elderly folks in our community for about 15 years now. They don't just provide meals – they're creating real human connections, offering medical help, and bringing joy to people who often feel forgotten. 

The Foundation sent over some photos of their ‘young at heart’ enjoying their meals together. The smiles, the conversation, the warmth in that room – it was everything. They have this remarkable ability to take contributions of any size and create moments of real connection and dignity. 

What strikes me most about the Friends Care Foundation is how they've built something sustainable. They're not just helping today – they've created a model that other organizations are following. Every elder who walks through their doors is treated like family. 

I'm so grateful that Fractal's holiday initiative led me here. But the real heroes? The people at Friends Care who show up every day, year after year, making life better for our community elders.” 

Here’s some context : 
At Fractal, our year-end celebration was extra special. We got to choose our own holiday gift, whether for ourselves, our loved ones, or to support a cause close to our hearts. 

Stay tuned for more such stories. 
hashtag#HolidaySpirit hashtag#CommunityHeroes hashtag#ElderCare hashtag#GivingBack",Others,Personal
fractal,,,"𝗜 𝗶𝘀 𝗻𝗼 𝗹𝗼𝗻𝗴𝗲𝗿 𝗮 𝗱𝗲𝗽𝗮𝗿𝘁𝗺𝗲𝗻𝘁, 𝗶𝘁’𝘀 𝗮 𝗰𝗼𝗿𝗲 𝗯𝘂𝘀𝗶𝗻𝗲𝘀𝘀 𝘀𝘁𝗿𝗮𝘁𝗲𝗴𝘆.

In a recent conversation with Shilpa Phadnis from Bennett Coleman & Co. Ltd. (The Times of India), Ajoy Singh shared a timely perspective on the growing prominence of Chief AI Officers (CAIOs) across enterprises.

“The field of AI is evolving rapidly,” he noted, adding that “there’s a significant talent gap, especially at the senior level.”

Ajoy emphasized that more organizations are now establishing roles like CAIO and Head of AI, reflecting the urgent need for structured leadership to drive AI-led transformation.

𝗥𝗲𝗮𝗱 𝘁𝗵𝗲 𝗳𝘂𝗹𝗹 𝘀𝘁𝗼𝗿𝘆 𝗵𝗲𝗿𝗲.

hashtag#ChiefAIOfficer hashtag#AILeadership",Thought Leadership,Authority
fractal,,,"𝗕𝗶𝗴 𝗜𝗱𝗲𝗮𝘀. 𝗕𝗼𝗹𝗱 𝗖𝗼𝗻𝘃𝗲𝗿𝘀𝗮𝘁𝗶𝗼𝗻𝘀. 𝗥𝗲𝗮𝗹 𝗜𝗺𝗽𝗮𝗰𝘁.
 
What an energizing two days at 𝗔𝗻𝗮𝗹𝘆𝘁𝗶𝗰𝘀 𝗨𝗻𝗶𝘁𝗲 𝟮𝟬𝟮𝟱 - filled with insight, innovation, and rich dialogue with Retail & CPG leaders.
 
In a standout session, Mrunali Majmudar (Sathe) led a powerful fireside chat with Anand Shenoy and Harish R., surfacing game-changing ideas on translating AI into real business value.
 
At the Fractal booth, we brought the future to life - with live demos of Agentic AI and intelligent automation redefining what's next for Retail & CPG.
 
We dove into questions that matter:
🔸How are leaders turning AI investments into measurable outcomes?
🔸What does high-speed, scalable transformation really look like?
🔸From practical frameworks to real-world stories, it was all about leading with data, not just following trends.
We also had the privilege of hosting industry trailblazers for an evening of insight, connection, and vision.
 
A big thank you to everyone who joined us. Your curiosity and candor are what power transformation.
 
Let’s keep the momentum going. See you on Day 3! 

Srikanth Velamakanni, Pranay Agrawal, Saurabh Srivastava, Prathap Maniyur , Chris Hansen, Soviljot Behl, Gaurav Singh, Kousik Ganguly, Andy Walter, Prithwish Dev, Abhishek (Abhi) Y., Kshama Supreeth Kankanady, Arumugam Jayabalan, Nireeha Chalasani, Sriram PK, Rigo V., Takshila Sethi, Gautam Harinarayanan, Kartik Kapur, Gourab Pramanik, Yatharth Bhardwaj, Prasun Kumar 
 
hashtag#AnalyticsUnite2025 hashtag#RetailReimagined hashtag#CPGReimagined hashtag#AgenticAI hashtag#DigitalTransformation",Events,Authority
fractal,,,"𝗗𝗲𝗰𝗼𝗱𝗶𝗻𝗴 𝗔𝗚𝗜’𝘀 𝗥𝗲𝗹𝗲𝘃𝗮𝗻𝗰𝗲 𝗳𝗼𝗿 𝗜𝗻𝗱𝗶𝗮 𝗮𝗻𝗱 𝗠𝗮𝗵𝗮𝗿𝗮𝘀𝗵𝘁𝗿𝗮

At the nasscom Technology and Leadership Forum 2025, Srikanth Velamakanni sat down for an engaging conversation with Maharashtra Chief Minister Devendra Fadnavis. They discussed how the Hon’ble Prime Minister set India’s AI vision in motion at Davos - and what it means for the future of India and Maharashtra.

The government is also investing heavily in building AI talent. Did you know that 10,000 women in Maharashtra are currently being trained in AI with support from Microsoft?

Stay tuned as we bring you the key highlights from this inspiring conversation. 

hashtag#AI hashtag#Talent hashtag#NTLF",Thought Leadership,Authority
fractal,,,"𝗘𝘃𝗲𝗿𝘆 𝘀𝘁𝗿𝗶𝗱𝗲 𝘄𝗶𝘁𝗵 𝗮 𝗽𝘂𝗿𝗽𝗼𝘀𝗲!

On Sunday, April 27, Fractalites in Bengaluru laced up for the TCS World 10K, running not just for the finish line, but for a brighter future for disadvantaged children through better educational outcomes.

The event was more than just a race. It was a celebration of community, resilience, and purpose.

Thank you to everyone who ran, cheered, and made this journey meaningful. We’re proud to be part of a culture that encourages wellness, unity, and giving back. 

Here’s to many more such initiatives that bring us together and move us forward, one step at a time.

hashtag#Bengaluru10K hashtag#RunForACause hashtag#CommunityMatters",Others,Personal
fractal,,,"𝗜𝗻𝗱𝗶𝗮 𝘀𝗵𝗼𝘂𝗹𝗱 𝗹𝗲𝗮𝗽𝗳𝗿𝗼𝗴 𝗶𝗻𝘁𝗼 𝘁𝗵𝗲 𝗻𝗲𝘅𝘁 𝘄𝗮𝘃𝗲 - 𝘄𝗶𝘁𝗵 𝗔𝗜 𝘁𝗵𝗮𝘁 𝗰𝗮𝗻 𝗿𝗲𝗮𝘀𝗼𝗻, 𝗽𝗹𝗮𝗻, 𝗮𝗻𝗱 𝗮𝗰𝘁
 
In a recent interaction with Akhil George from 𝘛𝘩𝘦 𝘛𝘪𝘮𝘦𝘴 𝘰𝘧 𝘐𝘯𝘥𝘪𝘢 on India’s AI potential, Srikanth shared a thought-provoking perspective on how India can carve its own leadership in the global AI race.

He said that instead of trying to catch up with gargantuan LLMs, India should focus on building AI with strong reasoning capabilities - something Fractal is already working on with Ramanujan, a model built on GPT-4 and designed to help enterprises solve complex problems through better decision-making.

“If we can channel our strengths into reasoning-first AI, we have a real shot at global leadership,” he said.

hashtag#IndiaAI hashtag#FoundationModels hashtag#AI",Thought Leadership,Authority
fractal,,,"𝗟𝗶𝗻𝗸𝗲𝗱-𝗜𝗻 𝘁𝗼 𝘁𝗵𝗲 𝗿𝗶𝗴𝗵𝘁 𝗰𝘂𝗹𝘁𝘂𝗿𝗲!

When looking for your next workplace, nothing beats a real convo with someone who's been there, done that. 

From connecting with current employees to getting the inside scoop on work culture, LinkedIn makes it easier to decide if a company fits you. One conversation can shape your impression. 

Have you ever reached out to someone on LinkedIn before joining a company? Comment below! 
hashtag#UnfilteredAtFractal Nihal Tiwari",Others,Personal
fractal,,,"𝗠𝗮𝘁𝗵, 𝗺𝗲𝗲𝘁 𝗺𝗶𝗻𝗱. 𝗟𝗼𝗴𝗶𝗰, 𝗺𝗲𝗲𝘁 𝗲𝗺𝗽𝗮𝘁𝗵𝘆.

When Fractal decided to invest in design and behavioral sciences, it was a bold move for a math-driven company. As Sankar Narayanan 'SN' recalls, most didn’t immediately see the point. 

But that decision reshaped how we solve problems - not just with algorithms, but with human understanding. 

Pair that with our deep bets on engineering and our recent move to codify our values, leadership principles, and behaviors and you have a blueprint not just for business transformation, but for lasting impact. 

What bold bet did you make that paid off in the long run? We’d love to hear your story. 

hashtag#FractalAt25 hashtag#BoldDecisions hashtag#AIEngineeringDesign hashtag#BehavioralScience hashtag#LeadershipPrinciples hashtag#FutureOfWork hashtag#CultureDriven",Thought Leadership,Authority
fractal,,,"We’re hiring an AI Engineer! 

If you dream in algorithms and laugh at AI memes that no one else gets, you're our kind of person. 

Apply now before this post self-destructs (it won’t, but still). 
https://lnkd.in/dcPEK6BD

hashtag#NowHiring hashtag#AIEngineer hashtag#TechHumor hashtag#JoinTheNerdHerd

Soumo Chakraborty | Anindya Sengupta | Abhijit Guha, PhD | Chandramauli Chaudhuri | Himika Singla | Manjunath Hegde | Savita Hortikar🌐 | ManMohan Arora | Priyanjali Panda (She/Her/Hers) | Niranjana Balaguru | Navni Choudhary",Hiring,CTA
fractal,,,"What if your AI could think, adapt, and act without waiting for instructions?

Agentic AI is making this a reality, shifting from reactive tools to proactive, autonomous teammates that transform business operations. 

Unlike traditional systems, Agentic AI anticipates needs, adapts in real-time, and autonomously manages complex business processes. As hyperautomation reshapes industries, investing in these systems will be critical for maintaining operational leadership, accelerating innovation, and future-proofing business strategies. 

Learn more how Agentic AI is redefining the future of business: https://lnkd.in/dhgB_AAV 

hashtag#AgenticAI
Activate to view larger image,",Thought Leadership,Authority
