"Company","Team Category","Team Sub-Category","Social Copy","Content Pillar","Category",,
"Fractal",,,"Are AI and data two separate problems?

The short answer: they’re one.

In the European Union, two powerful laws are reshaping the tech sector: the AI Act and the General Data Protection Regulation (GDPR).

Most companies treat them like separate checkboxes. But they’re missing the big picture. If your AI isn’t governed by design and powered by well-managed data, it can’t be trusted.

This is not just another compliance story. It’s a roadmap to doing AI right. A way to turn regulation into innovation. To earn trust, not just meet standards. And to build AI that’s fair, explainable, and future-ready. 

If you're building AI in the EU (or anywhere else), you should read this white paper: https://lnkd.in/dbyggXh9 

Subeer Sehgal, Sonal Sudeep (CDMP)

hashtag#AI hashtag#DataGovernance hashtag#EUAIAct hashtag#GDPR hashtag#ResponsibleAI hashtag#UnifiedGovernance","Thought Leadership","Authority",,
"Fractal",,,"𝐃𝐚𝐲 𝐨𝐧𝐞 𝐚𝐭 𝐅𝐫𝐚𝐜𝐭𝐚𝐥 𝐟𝐨𝐫 𝐍𝐚𝐭𝐰𝐚𝐫 - 𝐋𝐚𝐩𝐭𝐨𝐩, 𝐥𝐮𝐧𝐜𝐡, 𝐚𝐧𝐝 𝐜𝐫𝐢𝐜𝐤𝐞𝐭.

It wasn’t just about onboarding at Fractal, it was a glimpse into a culture where fun and building something meaningful go hand in hand. Watch Natwar recall the unexpected moment that still stands out, 19 years later.

What are some memorable experiences from past workdays that you still cherish?

hashtag#FractalAt25 hashtag#LifeAtFractal","Others","Personal",,
"Fractal",,,"Great news — MarshallGoldsmith.ai now speaks 32 languages, including Hindi!

It has my content and even my voice.

I’m incredibly grateful to have hundreds of thousands of followers living in India or of Indian origin.

To celebrate, we’re running a special Hindi-language contest:

🏆 The Challenge
Whoever asks the most questions in Hindi to MarshallGoldsmith.ai between now and July 1 will win a free live small group coaching session with me.
Each session will have no more than 10 participants on Zoom.

✅ How to Enter
Visit MarshallGoldsmith.ai

Select Hindi as your language

Ask questions — and keep count

Send me your total by July 1 at: Marshall@MarshallGoldsmith.com

👉 If you’ve asked 40+ questions, you’re eligible to win!

📚 And as a bonus:
If you live in India, the UAE, or the US and are selected, I’ll also send you a signed copy of my latest NYT bestseller, The Earned Life — as a thank you.

At age 76, my mission is simple:
Give away all my material to as many people as I can, in as many languages as I can — for free.

This project is made possible by my generous friends at Fractal, who are sponsoring MarshallGoldsmith.ai.

Hope to see you in July.
Life is good.
— Marshall","Thought Leadership","Authority",,
"Fractal",,,"𝐀 𝐝𝐫𝐢𝐳𝐳𝐥𝐞 𝐨𝐟 𝐫𝐚𝐢𝐧. 𝐀 𝐝𝐨𝐰𝐧𝐩𝐨𝐮𝐫 𝐨𝐟 𝐣𝐨𝐲.

At Fractal’s London Family Day, we traded desks for picnic blankets and deadlines for garden games and discovered that real magic happens when families come together.

Set in the heart of Paddington Recreation Ground, the afternoon came alive with face painting, walk-around magic, wacky sports, and little ones (along with our furry friends!) running wild with joy.

What stood out the most was a feeling of togetherness, energetic, vibrant, and full of heart. 

Here’s to community, connection, and memories made in the rain.

hashtag#LondonFamilyDay hashtag#LifeAtFractal hashtag#Fractal25","Others","Personal",,
"Fractal",,,"Fathom-R1-14B, developed by the AI Research team at Fractal, was featured in Mint in a recent roundup of India's open-source AI models - recognized as one of the most downloaded among homegrown releases in May 2025.
 
Fathom is a powerful 14B parameter reasoning model designed for accuracy, transparency, and adaptability. It can also support a wide range of enterprise-grade applications, while enabling researchers and developers to build responsibly on top of it.
 
Still early days, but encouraging to see momentum building for open, reasoning-focused models developed in India.
 
Model: https://lnkd.in/dF6Qxs-d
","Thought Leadership","Authority",,
"Fractal",,,"Faces on screen, but strangers on scene? 

Hybrid work connects us across geographies but often keeps us from meeting the teammates we work closest with. 

While flexibility is a win, one of the trade-offs is missing out on the spontaneous, real-world interactions that help build stronger team bonds. 

What’s your take? Does hybrid help or hurt team bonding? 

Drop your thoughts in the comments! 

hashtag#UnfilteredAtFractal","Others","Personal",,
"Fractal",,,"Fractal was recently featured in the 𝗔𝗪𝗦 𝗧𝗲𝗰𝗵-𝗨𝗻𝗽𝗹𝘂𝗴𝗴𝗲𝗱 𝘀𝗲𝗿𝗶𝗲𝘀!

Yash Verma shared insights on how we leverage 𝗔𝗜, 𝗘𝗻𝗴𝗶𝗻𝗲𝗲𝗿𝗶𝗻𝗴, and 𝗗𝗲𝘀𝗶𝗴𝗻 to solve complex business problems for Fortune 500 companies.
 
In this engaging conversation, Yash dives into:
 ➡️ Fractal’s 'decision-backwards' approach to solving business challenges.
 ➡️ Our commitment to innovation, investing 10% of revenue into R&D.
 ➡️ Real-world generative AI solutions like Vaidya.AI, MarshallGoldsmith.AI, and Kalaido.ai.
 ➡️ How AWS competencies and certifications empower us to build scalable, impactful solutions.
 ➡️ The future of AI and how Fractal is driving 40–60% efficiency gains in software development.

Check out the full interview below.
 
We’re proud to partner with Amazon Web Services (AWS) and continue pushing the boundaries of what’s possible with data and AI.
 
hashtag#AWS hashtag#DecisionBackwards","Thought Leadership","Authority",,
"Fractal",,,"𝐋𝐞𝐚𝐝𝐢𝐧𝐠 𝐢𝐧 𝐭𝐡𝐞 𝐚𝐠𝐞 𝐨𝐟 𝐀𝐈.

At the recent Presidents Summit in Copenhagen, Fractal CEO Pranay Agrawal joined an inspiring session led by legendary leadership coach Mark C. Thompson alongside Vanessa Thompson, to explore what it truly means to lead in today’s fast-changing world.

Pranay shared a bold vision of the future: The age of AI has begun, and it will surpass all previous tech revolutions.

He spoke about a pivotal shift toward AI agents that can think, reason, plan, and act in the real world, signaling a new era of enterprise transformation.

His message to business leaders was clear:

🔸 Reimagine every business process with AI
🔸 Reskill the workforce for the age of intelligence
🔸 Govern AI adoption responsibly

He left the audience with both a challenge and an opportunity: How do we
turn AI excitement into real enterprise performance?

The answer, he said, lies in applying data and intelligence to build truly smarter businesses.

A timely reminder that leading today means thinking boldly, acting responsibly, and putting AI at the core.

 hashtag#Leadership hashtag#AI hashtag#PresidentsSummit hashtag#EnterpriseTransformation hashtag#AgeOfIntellige","Thought Leadership","Authority",,
"Fractal",,,"𝐓𝐫𝐞𝐚𝐝𝐢𝐧𝐠 𝐭𝐨 𝐭𝐡𝐞 𝐭𝐨𝐩: Fractal 𝐧𝐚𝐦𝐞𝐝 𝐚 𝐋𝐞𝐚𝐝𝐞𝐫 𝐢𝐧 𝐓𝐡𝐞 𝐅𝐨𝐫𝐫𝐞𝐬𝐭𝐞𝐫 𝐖𝐚𝐯𝐞™ 𝐂𝐮𝐬𝐭𝐨𝐦𝐞𝐫 𝐀𝐧𝐚𝐥𝐲𝐭𝐢𝐜𝐬 𝐒𝐞𝐫𝐯𝐢𝐜𝐞𝐬, 𝐐𝟐 𝟐𝟎𝟐𝟓.

The report underscores how rapidly evolving customer expectations are pushing businesses to deliver seamless, personalized experiences with faster response times and intuitive, user-centric design.

As Forrester notes in the report: “Enterprises looking for top-of-the-line personalization and AI-powered next best experience should consider Fractal.”
“Our ability to combine principles of neuroscience and AI helps us understand customers and their context. This is a key differentiator in driving actionable change,” said Ajoy Singh
Our consistent recognition as a Leader reflects our unwavering focus on innovation, impact, and long-term value creation.

Read the full press release here: 
https://lnkd.in/dhmFw68h

Download the full report: https://lnkd.in/dYCKni3a

hashtag#CustomerAnalytics hashtag#ForresterWave","Thought Leadership","Authority",,
"Fractal",,,"Looking for visionary Data Scientists who can dream big
Hiring for location: Bengaluru

Got 6+ years of AI & ML expertise? At Fractal, we’re looking for bold thinkers who can push the boundaries of innovation and transform industries with AI. 

As a Senior Data Scientist, you will : 
🔸 Drive AI-powered projects that make a real impact 
🔸 Collaborate with top talent in the field 
🔸 Mentor and grow the next generation of data scientists 

If you're ready for the challenge, we want to hear from you! 
Careers : https://lnkd.in/dTJqsu-t

hashtag#DataScience hashtag#AI hashtag#Innovation 

Anindya Sengupta, Sujit Shahir, Savita Hortikar🌐, Manjunath Hegde, Niranjana Balaguru, Himika Singla, Priyanjali Panda (She/Her/Hers), ManMohan Arora","Hiring","CTA",,
"Fractal",,,"What happens when you give 86 brilliant minds 36 hours to reimagine AI-powered design?

Magic. Pure innovation magic.

Fractal's Build. AI hackathon just proved that when design thinking meets cutting-edge AI, extraordinary things happen. 22 cross-functional teams didn't just brainstorm ideas, they built working prototypes, complete with clickable interfaces and technical architecture. 

The winning solution? DeepSync, an AI research companion that automates design research and delivers insights through conversational AI. But honestly, every team pushed boundaries we didn't know existed.

This wasn't your typical hackathon. Teams had to master research, design behavioral-science-backed UIs, code live front-ends, AND explain the backend magic.

The result? Solutions that could genuinely transform how end users and stakeholders work.

The organizing team - for driving the end-to-end execution, from crafting problem statements, building multiple layers of how to to keep everything on track and bringing the essence of Build. AI to life - Ajay Puthran, Bhaveshi Agarwal, Madonna Thomas, Arjun Kulkarni, Shreya Chakravarty, Tanushi Lath, Bineet Kumar, Swathi Iyyer

Mentors - for generously sharing their expertise and guiding teams to refine their ideas - Bhushan Kumar, Rohan Dharamshi, Angkeeta Goswami, Pooja Vasu, Arkaprabha Dey, Rishabh Jain, Sangeeta Jaiswal

Learning Hour session experts- for superbly priming the teams Ritesh Thakur, Madonna Thomas, Shwet Sharvary

Engineering and Data Science experts- for bringing critical expertise to build balanced & well-rounded products Ratul Ramchandani, Arnav G.

IT and Ops Support: for the diligent and thoughtful planning & execution and ensuring that things run smoothly Vishal Shah, Pradeep Mishra, Prajoth Bangera, Manoj Mishra, Avinash Gupta, Kaushal Sahasrabuddhe and Vaibhav Pathak

Kimberly Rocha, Himanshu Arora, Jinal Doshi, Mrinal Shekhar Dixit, Himanshu Mishra
Sripathi Mohanasundaram, Preeti Tank, Ganesh Mahadik
Sarvesh Jayaraman, Khushboo Vartak, Uma Jahnavi , Shubham Khare

Beena Sarkar, Priya Sathiyam, Ivneet Kaur, Shridhar Marri, Ritesh Radhakrishnan, Bhaskar Roy

hashtag#AI hashtag#Design hashtag#Hackathon","Thought Leadership","Authority",,
"Fractal",,,"Today, over 240 retail media networks are in play globally.

But why are most struggling to scale?

They’re chasing outcomes without fixing the foundation: clean identity graphs, deep measurement, and meaningful insights.

The secret sauce of the frontrunners is consultative sales teams powered by AI and first-party data, seamless traffic identification, and a relentless focus on in-store and online measurement. It’s not just about advertising inventory; it’s about enabling brand partners to solve real business problems.

Learn more about how the advancements in AI, with the right strategic partners, can level the playing field for a fair share of the retail media pie:
https://lnkd.in/dkzhqfWS 

hashtag#RetailMediaNetworks hashtag#AI

Prabal Majumdar","Thought Leadership","Authority",,
"Fractal",,,"𝐅𝐫𝐞𝐬𝐡 𝐦𝐢𝐧𝐝𝐬. 𝐁𝐨𝐥𝐝 𝐢𝐝𝐞𝐚𝐬.

We’re thrilled to welcome the newest batch of our summer interns to Fractal!
This is more than just an internship; it’s a launchpad for innovation, exploration, and growth.

Here’s to learning fearlessly, asking the big questions, and building what matters.

hashtag#LifeAtFractal

Suvarna Kartha, Chaitra M, Garima Chadha","Others","Personal",,
"Fractal",,,"Are you ready to be a game-changer in the world of AI?

Start your journey with Fractal as a Gen AI Data Scientist! 

At Fractal, we’re not looking for someone who just works with data. We’re looking for innovators and tech enthusiasts who want to work on real projects with real impact. 

Imagine working on cutting-edge AI models and algorithms, solving real challenges for Fortune 500 companies, and learning from experts who are passionate about sharing their knowledge. This is your chance to be at the forefront of AI technology, shaping the future and leaving a lasting impact. 

With this opportunity, you’ll get to: 
🔸 Work with cutting-edge AI models and algorithms 
🔸 Solve real challenges for Fortune 500 companies 
🔸 Learn from experts who love sharing what they know 

𝗣𝗿𝗶𝗺𝗮𝗿𝘆 𝗦𝗸𝗶𝗹𝗹𝘀 𝗥𝗲𝗾𝘂𝗶𝗿𝗲𝗱: GenAI, LLMs, RAG, NLP, Machine Learning, Data Science 

Sounds like your kind of thing? Let’s make it happen. 
Apply now and let's create the future together. 

Careers : https://lnkd.in/g8gGuqyY

hashtag#DataScience hashtag#GenerativeAI hashtag#AIJobs hashtag#Fractal 

Anindya Sengupta, Abhijit Guha, PhD, Savita Hortikar🌐, Divya Bajaj, Manjunath Hegde, Priyanjali Panda (She/Her/Hers), Himika Singla, Kumar Shashwat Singh, Niranjana Balaguru","Hiring","CTA",,
"Fractal",,,"Pune truly celebrated with a bang! 

From roaring laughter with stand-up artist Abijit Ganguly to electric energy during the Drum Jam that doubled in time thanks to the crowd’s enthusiasm, every moment was packed with fun, creativity, and connection. With carnival games, a Super Mario VR experience, origami and robotics workshops, and vibrant food stalls, the day was designed with every age in mind. Whether it was kids enjoying their special menu at low tables or families bonding over art, it was joy in its purest form. 
 
What stood out most wasn’t just the grand scale, but the thoughtfulness behind it. Every detail from inclusive food options to engaging workshops was planned with love. 
And the best part? Seeing so many smiles, across generations come together for one unforgettable evening. With over-the-top energy, laughter, and shared memories, Fractal Family Day in Pune wasn’t just an event - it was a celebration of community, care, and culture. 
 
hashtag#FractalFamilyDay hashtag#PuneCelebration hashtag#OneTeamOneFamily hashtag#TogetherWeCelebrate hashtag#LifeatFractal 

Ajoy Singh, Rohini Singh, Chetana Kumar, Chetan Dixit, Veena Bramhakal , Riddhima Gupta, Vinita Upadhyay, Satish Parameswaran FMP®

","Others","Personal",,
"Fractal",,,"AI agents are systems that act autonomously in digital or physical environments, driven by goals and capable of decision-making. Unlike traditional software, AI agents integrate tools, memory, and planning to achieve meaningful goals. 

In our latest blog post, we explore the definition, capabilities, and design principles of AI agents. Learn how Fractal applies a structured framework to deploy AI agents that deliver maximum business value.

Read the blog post: https://lnkd.in/gaGMZ6y7

Don't miss the full video from Fractal’s own Akhil Behl in this blog for deeper insights into these concepts.

hashtag#AIagents hashtag#BusinessValue","Thought Leadership","Authority",,
"Fractal",,,"What does long-term impact really look like?

At Fractal, it's about building solutions that not only solve today’s challenges but continue to create value for years. As 'SN' shares his experience, when some of the world’s most respected companies trust one team to solve their toughest problems, that says something.

Fractal isn't just a partner, it's a force behind smarter decisions and lasting change

hashtag#ClientImpact hashtag#InnovationThatLasts hashtag#TrustedPartner hashtag#Fractal25","Others","Personal",,
"Fractal",,,"𝐀 𝐯𝐢𝐞𝐰 𝐭𝐨 𝐫𝐞𝐦𝐞𝐦𝐛𝐞𝐫. 𝐀 𝐧𝐢𝐠𝐡𝐭 𝐭𝐨 𝐜𝐡𝐞𝐫𝐢𝐬𝐡.

At Fractal’s New York Family Day, we came together not just as colleagues but as a community.

With the NYC skyline as our backdrop and the warmth of families all around, we played, crafted, laughed, and connected in ways that reminded us why we do what we do.

Corporate Bingo brought out our playful side (yes, even the kids joined in and won prizes!), while the dedicated children’s area was filled with color, crafts, giggles, and goody bags to take the joy home.

Pranay shared his heartfelt and inspiring journey at Fractal.

From gourmet desserts to a stunning venue in the World Trade Center, this was more than a celebration. It was a reflection of 25 years of purpose, people, and the families who make it all possible.

hashtag#familyday hashtag#NYC hashtag#lifeatfractal","Others","Personal",,
"Fractal",,,"Thrilled to announce our brand-new course, ‘𝐇𝐨𝐰 𝐭𝐨 𝐁𝐮𝐢𝐥𝐝 𝐚 𝐃𝐢𝐟𝐟𝐮𝐬𝐢𝐨𝐧 𝐌𝐨𝐝𝐞𝐥 – 𝐀𝐧 𝐈𝐧𝐭𝐫𝐨𝐝𝐮𝐜𝐭𝐢𝐨𝐧’ on Coursera!
 
This intermediate-level course dives deep into generative models, with a focus on diffusion models for image generation. You’ll explore everything from foundational concepts to the complex architectures behind text-to-image generation.
 
What you’ll learn:
✅ Fundamentals of diffusion models
✅ Evaluate training strategies
✅ Analyze text-to-image workflows
✅ Build innovative models
 
To get the most out of this course, a solid foundation in Machine Learning, Python, Calculus, Generative AI, PyTorch, TensorFlow, and Deep Learning is essential. Armed with these skills, you’ll be ready to build groundbreaking diffusion models that advance the frontier of AI creativity.

Ready to build diffusion models and level up your generative AI skills? Enrol today: https://lnkd.in/gavg2QgT
 
hashtag#GenerativeAI hashtag#DiffusionModels hashtag#FractalCourses hashtag#Coursera","Thought Leadership","Authority",,
"Fractal",,,"What does a real workplace win look like for Gen Z?

Papiya puts it perfectly: “I can wake up at 8:55AM and still make my 9 AM meeting.” Flexibility is freedom, especially when it saves you from Bangalore traffic.

But it’s not all remote all the time. The real surprise? She comes to office just to meet her friends. 
In a world that says “don’t make friends at work,” she found her best ones there.

If you're designing hybrid work for a generation that values both convenience and connection, this one’s for you.

hashtag#GenZAtWork hashtag#FutureOfWork hashtag#WorkCulture hashtag#CareerGrowth hashtag#LifeAtWork hashtag#WFH hashtag","Others","Personal",,
"Fractal",,,"Excited to be back on stage after hashtag#HIMSS25! Next week I will be at hashtag#DataAISummit. I won't give it away, but no, it's not hashtag#AgenticAI for sure! Instead, I'm diving into an essential yet under-discussed topic on scaling AI transformations for healthcare payers. Join me for insights to drive impactful change in the industry. See you there! hashtag#Databricks hashtag#Fractal hashtag#AI hashtag#GenAI hashtag#Healthcare hashtag#Transformation hashtag#Innovation hashtag#En","Events","CTA",,
"Fractal",,,"Best career advice: Stop Speaking in Corporate Code

Many professionals master corporate doublespeak, sounding important while saying little. But, Sandeep got a different advise from Fractal when he joined: ""𝐉𝐮𝐬𝐭 𝐬𝐩𝐞𝐚𝐤 𝐲𝐨𝐮𝐫 𝐦𝐢𝐧𝐝, 𝐞𝐯𝐞𝐧 𝐢𝐟 𝐢𝐭 𝐠𝐨𝐞𝐬 𝐚𝐠𝐚𝐢𝐧𝐬𝐭 𝐭𝐡𝐞 𝐫𝐨𝐨𝐦."" 

Unlearning that diplomatic dance is tough, yet authentic communication always drives faster results. Companies thriving today are built on real dialogue, not corporate speak.

hashtag#Leadership hashtag#CorporateCulture hashtag#Authenticity hashtag#Fractal25 hashtag#Culture","Others","Personal",,
"Fractal",,,"𝐀𝐈 𝐢𝐬 𝐞𝐯𝐨𝐥𝐯𝐢𝐧𝐠 𝐟𝐚𝐬𝐭. 𝐒𝐨 𝐦𝐮𝐬𝐭 𝐥𝐞𝐚𝐝𝐞𝐫𝐬𝐡𝐢𝐩.

At Fractal’𝐬 𝐄𝐱𝐞𝐜𝐮𝐭𝐢𝐯𝐞 𝐒𝐮𝐦𝐦𝐢𝐭 in London, we brought together a select group of senior leaders to explore how enterprises are navigating AI transformation in a world that’s anything but predictable.

𝐖𝐡𝐚𝐭 𝐬𝐭𝐨𝐨𝐝 𝐨𝐮𝐭?
𝐂𝐥𝐚𝐫𝐢𝐭𝐲- on what real ROI from GenAI looks like
𝐂𝐨𝐧𝐭𝐞𝐱𝐭- on how global instability is reshaping corporate strategies
𝐂𝐨𝐮𝐫𝐚𝐠𝐞- to rethink how humans and machines work together
𝐂𝐨𝐦𝐦𝐢𝐭𝐦𝐞𝐧𝐭- to scaling AI not just with speed, but with purpose

Srikanth Velamakanni opened with a powerful vision of AI evolving into intelligent agents, and why adaptability is now the enterprise edge.

Tina Fordham, in conversation with Mrunali Majmudar (Sathe), highlighted why geopolitics has become a core C-suite priority, and how leaders can stay resilient in an increasingly volatile world.

Joydeep Saha, Imran Razzaq, and Himanshu Nautiyal unpacked AI agents in action - where they shine, where they fall short, and what must change to scale them responsibly.

Ganesh Venkatesh, Amit Gawali, and Mythreyi Mukund reframed the ROI conversation, sharing what it really takes to unlock business value from GenAI.

Huge thanks to our speakers and everyone who joined us - for your questions, curiosity, and openness.

We left inspired, not just by where AI is going, but by what it takes to lead through the noise.

Pranay Agrawal, Shailendra Singh, Ajoy Singh, Natwar Mall, Sankar Narayanan 'SN', Matt Gennone, Sandeep Dutta, Dylan Dias, Andy Walter, Kshama Supreeth Kankanady, Neha Gupta, Neha Sherawat, James Davies, Pavan Palety, Bhaskar Kumar, Prithwish Dev, Sriram PK, Sumit Tayal, Sunder Baskaran, Abhinav Sharma, Rahul Kapur, Akhil Behl, Kunal Jain, Nikhil Mehta, Nitika Kakkar, Prarthana Sanghi, Vikram Magon, Sandeep Bhogaraju, Kamal Kasi, Vigneshwar Murali, MOHIT MUKHEJA
 
hashtag#ExecutiveSummit hashtag#AgeOfIntelligence hashtag#EvolutionOfIntelligence hashtag#Leadership hashtag#","Thought Leadership","Authority",,
"Fractal",,,"𝐈𝐧𝐝𝐢𝐚'𝐬 𝐀𝐈 𝐋𝐚𝐛𝐬 𝐀𝐫𝐞 𝐑𝐢𝐬𝐢𝐧𝐠, 𝐚𝐧𝐝 𝐭𝐡𝐞 𝐖𝐨𝐫𝐥𝐝 𝐈𝐬 𝐓𝐚𝐤𝐢𝐧𝐠 𝐍𝐨𝐭𝐞.

Our long-term mission is to build state-of-the-art (SOTA) reasoning models, including STEM and medical AI systems.

With Fathom-R1-14B already making waves, don’t miss this episode of Backstage With Millionaires, where Caleb Friesen dives deep into what we’re building and why it matters.

Link to watch the full episode: https://lnkd.in/dWv2Vihx

Tried reasoning with Fathom yet? Share your experience in the comments.

hashtag#LLM hashtag#Reasoning","Thought Leadership","Authority",,
"Fractal",,,"𝗙𝗮𝘁𝗵𝗼𝗺 𝘁𝗵𝗲 𝗣𝗼𝘀𝘀𝗶𝗯𝗶𝗹𝗶𝘁𝗶𝗲𝘀: 𝗙𝗿𝗮𝗰𝘁𝗮𝗹 𝗥𝗲𝗹𝗲𝗮𝘀𝗲𝘀 𝗡𝗲𝘄 𝗥𝗲𝗮𝘀𝗼𝗻𝗶𝗻𝗴 𝗠𝗼𝗱𝗲𝗹 𝗙𝗮𝘁𝗵𝗼𝗺-𝗥𝟭-𝟭𝟰𝗕 𝗱𝗲𝗹𝗶𝘃𝗲𝗿𝘀 𝗼𝗽𝗲𝗻, 𝘀𝗰𝗮𝗹𝗮𝗯𝗹𝗲 𝗿𝗲𝗮𝘀𝗼𝗻𝗶𝗻𝗴 𝗽𝗼𝘄𝗲𝗿 𝗳𝗼𝗿 𝘁𝗵𝗲 𝗻𝗲𝘅𝘁 𝗴𝗲𝗻𝗲𝗿𝗮𝘁𝗶𝗼𝗻 𝗼𝗳 𝗔𝗜 𝘀𝘆𝘀𝘁𝗲𝗺𝘀.

What are the highlights since its launch?
🔸Fully open-source and free for everyone
🔸14,000+ downloads and counting
🔸Efficient compute training
🔸Especially strong at answering mathematical questions

 For insights into the thought process behind Fathom and Fractal’s vision to contribute even further to the AI ecosystem, watch this ET NOW interview featuring Srikanth in conversation with Sumita Kareer : https://lnkd.in/dptsmmxH

“𝘛𝘩𝘪𝘴 𝘪𝘴 𝘰𝘶𝘳 𝘳𝘦𝘴𝘦𝘢𝘳𝘤𝘩 𝘰𝘧𝘧𝘦𝘳𝘪𝘯𝘨. 𝘐𝘵’𝘴 𝘢 𝘱𝘳𝘰𝘰𝘧 𝘱𝘰𝘪𝘯𝘵 𝘵𝘩𝘢𝘵 𝘸𝘦 𝘤𝘢𝘯 𝘥𝘰 𝘵𝘩𝘪𝘴 𝘦𝘷𝘦𝘳𝘺 𝘦𝘧𝘧𝘪𝘤𝘪𝘦𝘯𝘵𝘭𝘺 𝘮𝘢𝘯𝘺 𝘰𝘵𝘩𝘦𝘳 𝘴𝘪𝘵𝘶𝘢𝘵𝘪𝘰𝘯𝘴 𝘢𝘴 𝘸𝘦𝘭𝘭” 

Want to try it yourself? Ask a math (or any other) question here: https://lnkd.in/dKCxk_nh 

hashtag#Fathom hashtag#FractalAI hashtag#IndiaAIMission","Thought Leadership","Authority",,
"Fractal",,,"The Databricks Data + AI Summit kicks off today in San Francisco and we can’t wait to see you there! If you're looking to make the most of Databricks in your AI stack, we'd love to chat.

This year's Data + AI Summit will also feature a breakout session with Fractal’s Neeraj Sharma titled “Payer Digital Transformation: The Impact of Data + AI” on Wednesday at 1:50 - if you're in the healthcare space, be sure to attend!

hashtag#DataAISummit hashtag#Databricks hashtag#GenAI hashtag#healthcare 

Dylan Dias Louis Goldner Natalya Andrews Prizcyla Chan Steve McCloskey Shailendra Singh Alambir Singh Matt Gennone Shankar Jha Shalabh Kumar Balaji Sarathy Ishkirat Nanda Shreesha Hegde Prithwish Dev Abhishek (Abhi) Y. Takshila Sethi Shivangi Joshi","Events","CTA",,
"Fractal",,,"We’re thrilled to announce that over 50,000 learners from more than 1,400 Indian government bodies have upskilled through Fractal courses on the Karmayogi Bharat platform.
 
From the Central Government organizations and numerous State Departments, this collaboration is driving a smarter, more empowered public service. By combining Fractal’s AI and data expertise with Karmayogi Bharat’s educational excellence, we’re shaping the future of government workforce training.
 
Ready to be part of this transformation? Government officials can explore courses on the iGOT Karmayogi platform: https://lnkd.in/dgvZN3Rh 

Source: Fractal internal enrolment data, Jan 2025–May 2025.
hashtag#Fractal hashtag#KarmayogiBharat hashtag#PublicService hashtag#Upskilling hashtag#AI hashtag#DataScience hashtag#Gov","Thought Leadership","Authority",,
"Fractal",,,"Think your DevOps game is strong? Let’s talk. 

At Fractal, we’re building platforms that power intelligent decision-making for the world’s top brands and we need a 𝐃𝐞𝐯𝐎𝐩𝐬 & 𝐏𝐥𝐚𝐭𝐟𝐨𝐫𝐦 𝐀𝐫𝐜𝐡𝐢𝐭𝐞𝐜𝐭 (𝟔–𝟖 𝐲𝐫𝐬) to lead the charge. 

From IaC and CI/CD to multi-cloud automation (Azure/AWS/GCP), this role is for someone who doesn’t just build systems but 𝐚𝐫𝐜𝐡𝐢𝐭𝐞𝐜𝐭𝐬 𝐢𝐧𝐧𝐨𝐯𝐚𝐭𝐢𝐨𝐧. 

Come join us and work at the intersection of AI, engineering, and real-world impact. 

Apply now to shape smarter systems and smarter decisions.
https://lnkd.in/dc-UCnA4

hashtag#Platform hashtag#DevOps hashtag#Infrastructure hashtag#OpenRoles hashtag#Hiring

Pradish Purushottaman, Yasin Mohammed, Denzil Sequeira, Mansil Dua, 
Shashidhar Ramakrishnaiah, Savita Hortikar🌐, Gautam Kaushik","Hiring","CTA",,
"Fractal",,,"What does the future of enterprise AI look like? 
 
It was a distinct privilege to dive into the future of enterprise AI at this week’s Amsterdam Executive Summit hosted by Fractal. The discussions were truly inspiring, covering everything from intelligent agents and business-ready GenAI to global collaboration and ROI-driven innovation. The sessions sparked bold conversations on what it takes to turn AI excitement into real enterprise outcomes.
 
During my fireside chat with @Sandeep Dutta, we focused on the practicalities of scaling GenAI with real impact. I emphasized the importance of grounding our efforts in tangible business outcomes, ensuring our infrastructure is ready, and leading with strong, visionary leadership. It was a powerful reminder that while the technology is exciting, it's the strategic implementation that truly drives success.
 
From transforming operating models to achieving measurable ROI, one thing was clear: ""AI isn't the next big thing; it's the current game-changer.""
 
A heartfelt thank you to Fractal for organizing such an energizing event filled with ideas, insights, and innovation.
 
hashtag#ExecutiveSummit hashtag#AgeOfIntelligence hashtag#EvolutionOfIntelligence hashtag#Leadership hashtag#E","Thought Leadership","Authority",,
"Fractal",,,"Where AI meets the minds that move industries

ai:sight by Fractal is your executive lens into the future of intelligence, blending breakthrough innovation with leadership that drives real-world impact.

Delivered to your inbox every other week, ai:sight is created for decision-makers navigating the intersection of AI, strategy, and growth.
What makes it worth your scroll:

Bestselling authors and iconic leaders: Exclusive interviews with Dr. Ram Charan, Marshall Goldsmith, Prof. Gerd Leonhard, and more.

Executive insights from the field: With leaders like Julia Jensen (Mars Pet Nutrition); Daragh Morrisey (Microsoft World Financial Services) and more

Real innovations, not just hype: Firsthand stories from Fractal’s AI research bringing together AI, engineering and design.

Success stories that speak for themselves: Proven impact, told with clarity.
If you're serious about AI as a lever for enterprise transformation, ai:sight is your strategic advantage.

👉 Subscribe now and stay two steps ahead, every two weeks. https://lnkd.in/dT_E2n46

hashtag#AI hashtag#Leadership hashtag#Innovation hashtag#EnterpriseAI hashtag#Fractal hashtag#DecisionIntelligence hashtag#aiSig","Thought Leadership","Authority",,
